S.No.,Name,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
208,Maruti Swift 1.3 VXi,2010,42001,Petrol,Manual,First,16.1 kmpl,,,,10.249536
209,Mercedes-Benz B Class B180,2014,37245,Petrol,Automatic,First,14.8 kmpl,1595 CC,120.7 bhp,5,58.096896
210,Honda Amaze S Diesel,2013,45000,Diesel,Manual,First,27.4 kmpl,1498 CC,98.6 bhp,5,15.7872
211,Hyundai Verna 1.6 SX,2012,117837,Diesel,Manual,Second,22.32 kmpl,1582 CC,126.32 bhp,5,23.0736
212,Renault Duster 85PS Diesel RxL Optional,2014,30000,Diesel,Manual,First,20.46 kmpl,1461 CC,83.8 bhp,5,28.90272
213,Hyundai Creta 1.6 VTVT S,2015,27057,Petrol,Manual,Second,15.29 kmpl,1591 CC,121.3 bhp,5,39.58944
214,Maruti Wagon R AMT VXI,2016,8500,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5,20.499072
215,Mercedes-Benz New C-Class C250 Avantgarde,2010,30500,Petrol,Automatic,First,11.74 kmpl,1796 CC,186 bhp,5,51.0048
216,Audi A8 L 3.0 TDI quattro,2012,56000,Diesel,Automatic,First,11.8 kmpl,2967 CC,246.7 bhp,5,218.592
217,Hyundai i10 Magna 1.1,2012,44000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5,14.08704
218,Skoda Rapid 1.6 MPI AT Style Black Package,2017,10500,Petrol,Automatic,First,14.3 kmpl,1598 CC,103.52 bhp,5,43.23264
219,Skoda Superb Style 1.8 TSI AT,2017,26000,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,126.2976
220,Hyundai i20 Active 1.2 SX,2018,25166,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,39.929472
221,Honda Amaze VX i-DTEC,2014,64000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5,17.0016
222,Maruti Wagon R LXI,2004,61000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5,6.072
223,Mahindra Verito 1.5 D4 BSIV,2013,107000,Diesel,Manual,First,21.03 kmpl,1461 CC,65 bhp,5,17.97312
224,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2018,29161,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,191.438016
225,Maruti Wagon R VXI,2013,32000,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5,12.87264
226,Nissan Terrano XV Premium 110 PS Anniversary Edition,2015,46173,Diesel,Manual,Second,19.01 kmpl,1461 CC,108.5 bhp,5,43.329792
227,Maruti Swift VDI BSIV,2013,47000,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,19.91616
228,Mini Cooper Convertible S,2017,26327,Petrol,Automatic,First,16.82 kmpl,1998 CC,189.08 bhp,4,173.270592
229,Ford Figo Diesel,2015,70436,Diesel,Manual,First,0.0 kmpl,1498 CC,99 bhp,,17.48736
230,Tata Indica V2 DLS BSII,2007,200000,Diesel,Manual,Second,17.2 kmpl,1396 CC,53.5 bhp,5,4.12896
231,Chevrolet Beat LT,2016,60813,Petrol,Manual,Second,18.6 kmpl,1199 CC,76.8 bhp,5,16.127232
232,Volkswagen Polo Diesel Comfortline 1.2L,2012,45000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5,17.48736
233,Maruti Swift ZDi,2016,64000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,33.03168
234,Ford Figo Diesel EXI,2012,41284,Diesel,Manual,First,20.0 kmpl,1399 CC,68.05 bhp,5,12.144
235,Toyota Innova Crysta 2.8 GX AT,2019,14165,Diesel,Automatic,First,11.36 kmpl,2755 CC,171.5 bhp,7,95.403264
236,Hyundai Santa Fe 4x4 AT,2011,67000,Diesel,Automatic,Second,11.72 kmpl,2199 CC,194.3 bhp,7,34.0032
237,Honda City i-VTEC V,2011,32572,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,18.798912
238,Hyundai i20 1.2 Magna Executive,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,30.457152
239,Mercedes-Benz New C-Class C 220d Avantgarde Edition C,2015,55980,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5,88.019712
240,Chevrolet Beat Diesel LT,2013,74000,Diesel,Manual,First,25.44 kmpl,936 CC,57.6 bhp,5,12.87264
241,Hyundai i20 Sportz 1.4 CRDi,2015,56847,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5,34.97472
242,Toyota Innova 2.5 Z Diesel 7 Seater,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7,69.46368
243,Maruti Ertiga VDI,2013,52000,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7,33.51744
244,Toyota Innova 2.5 V Diesel 7-seater,2014,118000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,52.2192
245,Hyundai Santro Xing XO eRLX Euro II,2007,72000,Petrol,Manual,Third,17.0 kmpl,1086 CC,null bhp,5,4.61472
246,Honda City i VTEC V,2016,33915,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,39.297984
247,BMW X1 sDrive20d,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,5,89.8656
248,Hyundai Grand i10 CRDi Era,2017,33000,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5,23.0736
249,Maruti Ciaz 1.3 Alpha,2016,34000,Diesel,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5,41.04672
250,Skoda Rapid Leisure 1.6 TDI MT,2012,55000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.6 bhp,5,17.0016
251,Hyundai Accent CRDi,2006,160538,Diesel,Manual,First,13.1 kmpl,1493 CC,82 bhp,5,8.74368
252,Volkswagen Polo GT 1.5 TDI,2014,60000,Diesel,Manual,Second,19.91 kmpl,1498 CC,103.6 bhp,5,17.97312
253,Honda Jazz 1.2 VX i VTEC,2017,49575,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5,34.828992
254,Hyundai i10 Era,2010,83000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5,8.5008
255,Hyundai Tucson 2.0 e-VGT 2WD AT GLS,2018,51346,Diesel,Automatic,First,16.38 kmpl,1995 CC,183 bhp,5,106.818624
256,Toyota Innova Crysta 2.4 ZX MT,2017,43000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,90.59424
257,Maruti Omni MPI CARGO BSIII W/ IMMOBILISER,2011,35000,Petrol,Manual,Third,19.7 kmpl,796 CC,35 bhp,5,8.98656
258,Maruti Swift VXI BSIV,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5,28.90272
259,Hyundai Grand i10 Magna,2014,16514,Petrol,Manual,First,18.9 kmpl,1197 CC,82 bhp,5,18.216
260,Maruti Swift VDI,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,18.216
261,Hyundai Verna CRDi 1.6 SX,2008,143275,Diesel,Manual,First,22.0 kmpl,1582 CC,126.2 bhp,5,12.62976
262,Hyundai Santro Xing XL,2006,99000,Petrol,Manual,First,0.0 kmpl,1086 CC,null bhp,5,8.5008
263,Hyundai i20 1.2 Sportz,2010,52000,Petrol,Manual,First,17.0 kmpl,1197 CC,80 bhp,5,13.60128
264,Mercedes-Benz GLE 350d,2017,29819,Diesel,Automatic,First,11.57 kmpl,2987 CC,254.79 bhp,5,297.722304
265,Mercedes-Benz New C-Class C 220 CDI CLASSIC,2014,57000,Diesel,Manual,Second,15.8 kmpl,2148 CC,170 bhp,5,87.4368
266,Maruti Ritz ZDi,2014,88500,Diesel,Manual,First,23.2 kmpl,1248 CC,73.94 bhp,5,21.13056
267,Hyundai Creta 1.6 CRDi SX,2016,28000,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5,66.792
268,Maruti A-Star Vxi,2010,67000,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5,9.7152
269,Renault Duster 110PS Diesel RXZ Option,2016,26000,Diesel,Manual,First,19.64 kmpl,1461 CC,108.45 bhp,5,48.576
270,Fiat Grande Punto 1.3 Emotion Pack (Diesel),2010,120000,Diesel,Manual,First,17.8 kmpl,1248 CC,76 bhp,5,8.01504
271,BMW X3 xDrive30d M Sport,2017,51982,Diesel,Automatic,First,16.55 kmpl,2993 CC,258 bhp,5,222.332352
272,Hyundai i10 Sportz,2010,36000,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5,15.7872
273,Toyota Innova 2.5 G4 Diesel 7-seater,2016,47000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,7,62.17728
274,Maruti Zen VXI BSII,2002,60000,Petrol,Manual,Third,17.3 kmpl,993 CC,60 bhp,5,2.67168
275,Maruti Swift VDI,2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5,34.73184
276,Mahindra Scorpio VLX 2.2 mHawk Airbag BSIV,2013,105000,Diesel,Manual,Second,12.05 kmpl,2179 CC,120 bhp,8,34.0032
277,Tata Zest Quadrajet 1.3 75PS XE,2017,121900,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,18.216
278,Ford EcoSport 1.0 Ecoboost Titanium Plus,2017,22695,Petrol,Manual,First,18.88 kmpl,999 CC,123.24 bhp,5,41.2896
279,Maruti Swift Dzire ZDI,2012,73000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,21.13056
280,Maruti Alto 800 LXI,2016,32227,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5,15.835776
281,Honda City 1.5 S MT,2011,55000,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,20.450496
282,Audi Q7 3.0 TDI Quattro Technology,2018,11287,Diesel,Automatic,First,12.07 kmpl,2967 CC,241.4 bhp,7,341.780736
283,Skoda Laura 1.9 TDI AT Ambiente,2009,48000,Diesel,Automatic,Second,17.0 kmpl,1896 CC,105 bhp,5,14.32992
284,Hyundai Verna 1.6 SX VTVT (O),2012,54308,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,5,20.790528
285,Honda City 1.5 V AT,2009,78442,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5,17.341632
286,Hyundai i20 Magna Optional 1.4 CRDi,2013,46000,Diesel,Manual,First,21.9 kmpl,1396 CC,88.8 bhp,5,15.107136
287,Hyundai i20 Sportz AT 1.4,2014,45051,Petrol,Automatic,First,15.0 kmpl,1396 CC,98.6 bhp,5,28.951296
288,Volkswagen Vento Diesel Highline,2011,69000,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,22.83072
289,Honda City i VTEC VX,2014,49000,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5,33.51744
290,Tata Zest Quadrajet 1.3 75PS XE,2018,45000,Diesel,Manual,First,22.95 kmpl,1248 CC,74 bhp,5,25.5024
291,BMW 5 Series 2003-2012 520d,2015,64000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5,136.0128
292,Maruti Wagon R LXI Minor,2009,60000,Petrol,Manual,First,18.9 kmpl,1061 CC,67 bhp,5,6.55776
293,Honda Jazz VX,2015,62178,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5,23.55936
294,Volkswagen Jetta 2007-2011 2.0 TDI Comfortline,2012,58006,Diesel,Manual,First,15.0 kmpl,1896 CC,105 bhp,5,32.54592
295,Hyundai i10 Magna 1.2,2010,74000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,15.05856
296,Mercedes-Benz New C-Class C 220 CDI Avantgarde,2015,77771,Diesel,Automatic,First,19.27 kmpl,2143 CC,170 bhp,5,90.545664
297,Hyundai i10 Magna 1.2 iTech SE,2012,45275,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,13.60128
298,Toyota Innova Crysta 2.4 ZX MT,2016,48000,Diesel,Manual,First,13.68 kmpl,2393 CC,147.8 bhp,7,98.3664
299,Audi A6 2011-2015 2.0 TDI Technology,2015,31652,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,130.086528
300,Toyota Innova 2.5 VX (Diesel) 7 Seater,2010,109000,Diesel,Manual,Second,12.99 kmpl,2494 CC,100.6 bhp,7,40.123776
301,Volkswagen Polo Petrol Trendline 1.2L,2015,31978,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,18.896064
302,Maruti Alto K10 LXI,2011,70000,Petrol,Manual,First,20.92 kmpl,998 CC,67.1 bhp,5,10.20096
303,Honda City i-VTEC CVT ZX,2017,15000,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5,61.642944
304,Tata Indigo LX,2013,59138,Diesel,Manual,First,17.0 kmpl,1405 CC,70 bhp,5,12.532608
305,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,61726,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,100.892352
306,Mercedes-Benz GLA Class 200 CDI SPORT,2015,48000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,98.414976
307,Hyundai Santro Xing XL,2006,58000,Petrol,Manual,Second,0.0 kmpl,1086 CC,null bhp,5,7.2864
308,Maruti Swift VDI BSIV,2011,60020,Diesel,Manual,First,17.8 kmpl,1248 CC,null bhp,5,12.144
309,Maruti Celerio VXI AT,2014,77815,Petrol,Automatic,First,23.1 kmpl,998 CC,67.04 bhp,5,20.6448
310,Mercedes-Benz GLE 250d,2017,29000,Diesel,Automatic,First,17.9 kmpl,2143 CC,201.15 bhp,5,276.8832
311,Land Rover Range Rover HSE Dynamic,2017,44000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,213.7344
312,Volkswagen Vento Diesel Trendline,2011,108626,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5,17.73024
313,Maruti Omni 8 Seater BSIV,2012,71791,Petrol,Manual,First,14.0 kmpl,796 CC,35 bhp,5,9.95808
314,Honda Brio 1.2 VX MT,2012,91931,Petrol,Manual,First,18.5 kmpl,1198 CC,86.8 bhp,5,15.204288
315,Tata Sumo Delux,2000,158000,Diesel,Manual,Second,14.07 kmpl,2956 CC,83.1 bhp,7,7.2864
316,Tata Indica Vista Aura 1.3 Quadrajet,2012,91183,Diesel,Manual,First,18.0 kmpl,1248 CC,75 bhp,5,13.84416
317,Maruti Wagon R LXI BS IV,2012,65000,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5,12.87264
318,Mahindra XUV500 W8 4WD,2015,88428,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7,51.49056
319,Tata Indigo LS Dicor,2008,138000,Diesel,Manual,Second,17.1 kmpl,1396 CC,70 bhp,5,6.072
320,Maruti Ertiga Paseo VXI,2018,18000,Petrol,Manual,First,16.02 kmpl,1373 CC,93.7 bhp,7,40.0752
321,Honda Accord 2.4 A/T,2011,60000,Petrol,Automatic,First,11.7 kmpl,2354 CC,177.6 bhp,5,21.61632
322,Maruti Swift Dzire VDi,2012,48000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5,17.97312
323,Ford Fiesta EXi 1.4 TDCi Ltd,2009,160000,Diesel,Manual,First,17.8 kmpl,1399 CC,68 bhp,5,13.60128
324,Honda City ZX GXi,2008,40000,Petrol,Manual,First,17.7 kmpl,1497 CC,78 bhp,5,8.74368
325,Audi A6 2011-2015 2.0 TDI Premium Plus,2014,51495,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5,106.62432
326,BMW 6 Series 640d Gran Coupe,2011,30000,Diesel,Automatic,First,9.52 kmpl,2993 CC,313 bhp,4,238.0224
327,Audi Q7 45 TDI Quattro Technology,2017,97430,Diesel,Automatic,First,14.75 kmpl,2967 CC,245 bhp,7,304.425792
328,Maruti Zen Estilo LXI Green (CNG),2008,42496,CNG,Manual,First,26.3 km/kg,998 CC,67.1 bhp,5,6.80064
329,Hyundai i20 1.4 CRDi Asta,2012,83000,Diesel,Manual,First,23.0 kmpl,1396 CC,90 bhp,5,26.7168
330,Hyundai i10 Sportz AT,2009,37000,Petrol,Automatic,Third,16.95 kmpl,1197 CC,78.9 bhp,5,14.32992
331,Honda Jazz 1.2 V CVT i VTEC,2016,28503,Petrol,Automatic,First,19.0 kmpl,1199 CC,88.7 bhp,5,33.323136
332,Maruti Swift VDI BSIV,2015,76496,Diesel,Manual,First,25.2 kmpl,1248 CC,74 bhp,5,29.87424
333,Hyundai i20 Asta 1.2,2011,79152,Petrol,Manual,Second,18.5 kmpl,1197 CC,82.85 bhp,5,16.03008
334,Volkswagen Polo Petrol Comfortline 1.2L,2011,32000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,5,12.38688
335,Maruti Alto LXi,2009,35000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,7.2864
336,Toyota Corolla H4,2004,105000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5,12.144
337,Maruti Alto LXi,2006,56000,Petrol,Manual,Second,19.7 kmpl,796 CC,46.3 bhp,5,6.80064
338,Tata Manza ELAN Quadrajet BS IV,2012,73000,Diesel,Manual,First,21.12 kmpl,1248 CC,88.8 bhp,5,16.51584
339,Maruti Alto LXi,2012,38000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,10.9296
340,Skoda Octavia Ambition Plus 2.0 TDI AT,2013,775000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5,36.432
341,Toyota Corolla H4,2008,80000,Petrol,Automatic,First,11.3 kmpl,1794 CC,125 bhp,5,13.60128
342,Hyundai i20 Asta Option 1.2,2016,24973,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5,37.209216
343,Maruti Vitara Brezza LDi,2016,45000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,34.73184
344,Honda City 1.5 V MT,2010,87430,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,17.0016
345,Tata Indica Vista Aqua 1.3 Quadrajet,2014,133944,Diesel,Manual,Second,18.0 kmpl,1248 CC,75 bhp,5,17.0016
346,Honda Amaze S i-Dtech,2013,57000,Diesel,Manual,First,25.8 kmpl,1498 CC,98.6 bhp,5,16.75872
347,Hyundai EON D Lite Plus,2016,27904,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,17.24448
348,BMW 3 Series Luxury Line,2015,30717,Diesel,Automatic,Second,21.76 kmpl,1995 CC,190 bhp,5,126.249024
349,Hyundai Verna 1.6 SX,2012,80000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5,25.5024
350,Tata Manza Club Class Quadrajet90 LS,2013,47304,Diesel,Manual,First,21.02 kmpl,1248 CC,88.8 bhp,5,14.08704
351,Skoda Octavia RS,2005,100000,Petrol,Automatic,First,14.45 kmpl,1984 CC,227 bhp,5,9.95808
352,Maruti Alto K10 VXI,2017,30000,Petrol,Manual,First,24.07 kmpl,998 CC,67.1 bhp,5,18.216
353,Ford Ecosport 1.5 DV5 MT Titanium Optional,2014,68000,Diesel,Manual,First,22.7 kmpl,1498 CC,89.84 bhp,5,32.7888
354,Chevrolet Spark 1.0 LS,2011,21000,Petrol,Manual,Second,18.0 kmpl,995 CC,62 bhp,5,4.61472
355,Jaguar XF 2.0 Diesel Portfolio,2017,21000,Diesel,Automatic,First,19.33 kmpl,1999 CC,177 bhp,5,252.5952
356,Honda CR-V RVi MT,2007,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5,18.993216
357,Skoda Superb L&K 1.8 TSI AT,2019,13747,Petrol,Automatic,First,14.67 kmpl,1798 CC,177.46 bhp,5,132.61248
358,Hyundai i10 Magna 1.2,2009,620000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5,13.11552
359,Maruti Swift LDI,2013,70000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5,17.0016
360,Maruti Swift Dzire VXi AT,2016,18000,Petrol,Automatic,First,18.5 kmpl,1197 CC,83.14 bhp,5,30.11712
361,Nissan Micra Diesel XV,2011,83000,Diesel,Manual,First,23.08 kmpl,1461 CC,63.1 bhp,5,13.3584
362,Maruti Swift Dzire Tour LDI,2015,130000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5,15.7872
363,Ford Fiesta Classic 1.4 Duratorq CLXI,2012,63400,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5,15.7872
364,Maruti Zen LX,2003,65000,Petrol,Manual,First,17.3 kmpl,993 CC,60 bhp,5,3.15744
365,Mini Clubman Cooper S,2017,8350,Petrol,Manual,First,13.8 kmpl,1998 CC,192 bhp,5,170.016
366,Toyota Etios GD,2014,45000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.05 bhp,5,15.7872
367,Maruti Alto 800 2016-2019 LXI,2018,26200,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5,14.08704
368,Maruti Alto VXi,2011,11000,Petrol,Manual,Third,18.9 kmpl,796 CC,47 bhp,5,14.08704
369,BMW X5 3.0d,2009,90000,Diesel,Automatic,Second,11.0 kmpl,2993 CC,235 bhp,5,86.2224
370,Nissan Teana XV,2015,74000,Petrol,Automatic,Second,11.07 kmpl,2496 CC,179.5 bhp,5,40.0752
371,Hyundai Grand i10 AT Asta,2015,37081,Petrol,Automatic,First,18.9 kmpl,1197 CC,82 bhp,5,28.028352
372,Maruti Vitara Brezza ZDi Plus,2017,39000,Diesel,Manual,First,24.3 kmpl,1248 CC,88.5 bhp,5,46.098624
373,Audi Q7 3.0 TDI Quattro Premium Plus,2008,99000,Diesel,Automatic,Third,12.07 kmpl,2967 CC,241.4 bhp,7,62.90592
374,Mercedes-Benz GLA Class 200 CDI,2015,38000,Diesel,Automatic,First,17.9 kmpl,2143 CC,136 bhp,5,97.152
375,Maruti 800 AC,2007,72000,Petrol,Manual,Third,16.1 kmpl,796 CC,37 bhp,4,4.8576
376,Renault Duster 85PS Diesel RxL,2015,93000,Diesel,Manual,Second,20.45 kmpl,1461 CC,83.8 bhp,5,34.48896
377,Toyota Corolla Altis D-4D GL,2017,5900,Diesel,Manual,First,21.43 kmpl,1364 CC,87.2 bhp,5,80.1504
378,Mercedes-Benz New C-Class 220,2014,25000,Diesel,Manual,First,15.8 kmpl,2148 CC,170 bhp,5,126.2976
379,Maruti Ritz VDi,2010,68000,Diesel,Manual,Second,21.1 kmpl,1248 CC,73.9 bhp,5,15.54432
380,Honda BRV i-VTEC V CVT,2017,35676,Petrol,Automatic,First,16.0 kmpl,1497 CC,117.3 bhp,7,46.050048
381,Hyundai Xcent 1.1 CRDi Base,2015,74310,Diesel,Manual,First,24.4 kmpl,1120 CC,71 bhp,5,19.4304
382,Mercedes-Benz E-Class 2009-2013 E250 CDI Avantgarde,2014,59364,Diesel,Automatic,First,14.21 kmpl,2143 CC,203 bhp,5,128.7264
383,Mercedes-Benz B Class B180,2014,41380,Petrol,Automatic,Second,14.8 kmpl,1595 CC,120.7 bhp,5,57.173952
384,Mercedes-Benz E-Class 2015-2017 E250 Edition E,2017,33900,Diesel,Automatic,First,15.0 kmpl,2143 CC,204 bhp,5,179.7312
385,Honda City i VTEC VX Option,2016,28000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5,42.504
386,Hyundai Santro Xing XL eRLX Euro III,2007,50958,Petrol,Manual,First,17.0 kmpl,1086 CC,null bhp,5,9.47232
387,Honda City 1.5 S MT,2011,93982,Petrol,Manual,First,17.0 kmpl,1497 CC,118 bhp,5,18.216
388,Hyundai Verna Transform VTVT,2010,95000,Petrol,Manual,First,16.2 kmpl,1599 CC,103.2 bhp,5,12.144
389,Jaguar XE Portfolio,2017,9000,Petrol,Automatic,First,13.5 kmpl,1999 CC,246.74 bhp,5,167.5872
390,Honda Amaze S i-Vtech,2015,52516,Petrol,Manual,First,18.0 kmpl,1198 CC,86.7 bhp,5,22.58784
391,Mini Cooper Convertible 1.6,2015,20000,Petrol,Automatic,First,18.86 kmpl,1598 CC,122 bhp,4,155.4432
392,Mercedes-Benz S Class 2005 2013 S 350 CDI,2017,56451,Diesel,Automatic,First,13.5 kmpl,2987 CC,282 bhp,5,305.105856
393,Hyundai EON Magna Plus,2014,37000,Petrol,Manual,First,21.1 kmpl,814 CC,55.2 bhp,5,15.7872
394,Maruti Wagon R VXI BS IV,2014,17400,Petrol,Manual,First,20.51 kmpl,998 CC,67.04 bhp,5,15.05856
395,Maruti Ritz LDi,2011,90207,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5,18.993216
396,BMW 3 Series 320d Sedan,2011,89616,Diesel,Automatic,First,16.07 kmpl,1995 CC,181 bhp,5,53.4336
397,Tata Xenon XT EX 4X2,2014,85000,Diesel,Manual,First,13.49 kmpl,2179 CC,138.03 bhp,5,17.0016
398,Audi A3 35 TDI Attraction,2014,79271,Diesel,Automatic,First,20.38 kmpl,1968 CC,143 bhp,5,80.1504
399,Land Rover Range Rover 2.2L Dynamic,2012,56000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,145.728
400,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,2010,85001,Diesel,Automatic,Second,12.0 kmpl,2987 CC,224 bhp,7,136.0128
401,Mitsubishi Pajero Sport 4X2 AT DualTone BlackTop,2018,12000,Diesel,Automatic,First,13.5 kmpl,2477 CC,175.56 bhp,7,136.0128
402,Maruti Alto LX,2010,125000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5,4.468992
403,Maruti Wagon R LXI BSIII,2013,53000,Petrol,Manual,First,14.0 kmpl,1061 CC,64 bhp,5,13.3584
404,Land Rover Range Rover 2.2L Prestige,2017,34990,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,261.484608
405,Hyundai Verna 1.6 SX VTVT,2011,49768,Petrol,Manual,Second,17.01 kmpl,1591 CC,121.3 bhp,5,24.04512
406,BMW 5 Series 525d Sedan,2013,56000,Diesel,Automatic,First,16.73 kmpl,2993 CC,218 bhp,5,162.7296
407,Jaguar XF Diesel,2013,75000,Diesel,Automatic,First,14.74 kmpl,2993 CC,270.9 bhp,5,135.76992
408,Skoda Superb Elegance 1.8 TSI AT,2010,57000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5,35.2176
409,Audi Q3 35 TDI Quattro Premium,2017,37542,Diesel,Automatic,First,15.73 kmpl,1968 CC,174.33 bhp,5,124.888896
410,Land Rover Range Rover 2.2L Pure,2014,95649,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5,144.124992
411,Mercedes-Benz New C-Class 220 CDI AT,2013,35299,Diesel,Automatic,First,14.84 kmpl,2143 CC,170 bhp,5,92.2944
412,Mahindra Scorpio S10 4WD,2017,28464,Diesel,Manual,First,15.4 kmpl,2179 CC,120 bhp,7,63.39168
413,BMW 3 Series Luxury Line,2015,41000,Diesel,Automatic,First,21.76 kmpl,1995 CC,190 bhp,5,123.8688
414,Honda BR-V i-VTEC S MT,2017,9000,Petrol,Manual,First,15.4 kmpl,1497 CC,117.3 bhp,7,41.2896
415,Volvo S80 2006-2013 D5,2010,92098,Diesel,Automatic,Second,16.0 kmpl,2400 CC,215 bhp,5,35.2176
416,Hyundai Accent GLE,2005,5834,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5,3.88608
417,Hyundai i20 Active SX Petrol,2017,40250,Petrol,Manual,First,17.19 kmpl,1197 CC,81.86 bhp,5,33.51744
